voltage_start,voltage_end,voltage_mean,voltage_min,voltage_drop,current_mean,current_std,temperature_mean,temperature_max,temperature_range,duration_seconds,duration_hours,energy_wh,calculated_capacity,filename,battery_id,test_id,uid,ambient_temperature,metadata_capacity,cycle_number
4.246711253516259,3.3293564839618974,3.4752664759657903,2.4706118669327277,0.9173547695543616,-0.9527668403077523,0.20144763569935933,8.272422519178683,12.376815880696888,7.368731586235982,6436.141,1.7878169444444443,5.938076996968498,1.7059340104658989,00001.csv,B0047,0,1,4,1.6743047446975208,1
4.186635709569866,3.1281566254115516,3.4765588189090355,2.477661652422805,1.0584790841583143,-0.9838885014038209,0.10670769250195597,8.210715424489035,11.314903320182369,5.859946600629257,5650.265,1.5695180555555557,5.381011035806591,1.5485357022434827,00005.csv,B0047,4,5,4,1.5243662105099025,2
4.199922751479228,3.1273793356505872,3.4707669643372343,2.4707098734854784,1.0725434158286409,-0.9838892612061609,0.10731479696293068,7.954455063989402,11.624528187721143,6.702350068358909,5590.907,1.5530297222222222,5.31560563750951,1.5323186894260998,00007.csv,B0047,6,7,4,1.5080762969973425,3
4.199568876812779,3.208956838658454,3.4675514337042928,2.465457800547402,0.9906120381543251,-0.9789465319710104,0.12749941051411634,7.985864710265717,11.0929238810592,6.539654606258042,5543.61,1.5398916666666667,5.240549586316559,1.5116230165004454,00009.csv,B0047,8,9,4,1.4835577960067696,4
4.1993968014662295,3.2396390680484703,3.4628386272032645,2.465765118194009,0.9597577334177592,-0.9762620303137102,0.1367702701794522,8.009426990342208,11.020979145558456,6.194695987225989,5499.046,1.527512777777778,5.177300003612876,1.4952409164579812,00011.csv,B0047,10,11,4,1.4671391666146525,5
4.198907847432783,3.2907200056866284,3.4591836330966035,2.470048280303351,0.9081878417461544,-0.9711681299821951,0.15320166429797555,8.033626730077737,11.05909419348262,5.984643622468541,5461.219,1.5170052777777778,5.109969763837349,1.4770248547106508,00013.csv,B0047,12,13,4,1.448858156982267,6
4.163285001782157,3.278962744366024,3.440865649757287,2.484128874181115,0.8843222574161329,-0.9709334670284248,0.15361255478969701,8.150799939416203,11.877028657628198,7.741450259579009,5451.281,1.5142447222222222,5.072681383088055,1.4740827392839373,00017.csv,B0047,16,17,4,1.4458534180949325,7
4.181797294694067,3.3514925009682375,3.44810227661685,2.483034750266961,0.8303047937258294,-0.9610547420763002,0.18072914493363484,8.230899786348077,11.559250858608888,6.266450498746669,5468.062,1.518906111111111,5.047060195444059,1.4631523705935607,00021.csv,B0047,20,21,4,1.431118266178283,8
4.197837203348764,3.377792692577216,3.4496654644975946,2.49830336362436,0.8200445107715484,-0.9582923588349711,0.18795126667322634,8.146945225413083,11.34743713793976,6.568394932498809,5411.297,1.5031380555555554,4.982285156270495,1.443800726312955,00023.csv,B0047,22,23,4,1.419274551657853,9
4.197777018222757,3.391624187990136,3.4449123724079613,2.49851157426792,0.8061528302326209,-0.9553719838321842,0.19493355285943673,8.251894856354932,11.693269060729056,6.029086504489762,5369.703,1.4915841666666667,4.9220630044459455,1.428341608001638,00025.csv,B0047,24,25,4,1.3999974221808271,10
4.197306543877358,3.4070997498945625,3.441830864370845,2.4919375577484737,0.790206793982795,-0.9527836491780217,0.201619340838536,8.23497518866995,11.557441727679937,6.921258447706686,5327.406,1.479835,4.864973731189525,1.4131225186689385,00027.csv,B0047,26,27,4,1.3885156686114437,11
4.19770091242359,3.418078036723362,3.434468178084287,2.4683068422721184,0.7796228757002281,-0.949814677088373,0.20780089499321494,8.269239827690175,11.667407771157473,6.078190565795765,5299.266,1.4720183333333332,4.813667762588778,1.401241510591274,00029.csv,B0047,28,29,4,1.3652234669528964,12
4.1533796403143945,3.331026808386518,3.430115214310407,2.479195639185483,0.8223528319278763,-0.962374774611937,0.1770451371609594,8.236583239584068,11.311016339650983,6.8395060548137945,5367.172,1.490881111111111,4.935609639109876,1.438428999932376,00033.csv,B0047,32,33,4,1.4060442272970963,13
4.1809212253928045,3.3967197943497776,3.442078085056046,2.4933737831605582,0.784201431043027,-0.9528782892582865,0.20076784571510078,8.16126508624072,11.175603921563273,6.917952185696634,5406.812,1.5018922222222222,4.939021393018355,1.4343850906893783,00037.csv,B0047,36,37,4,1.405754161352578,14
4.198049966629152,3.4151250266420123,3.4424678812268277,2.491571322470993,0.7829249399871396,-0.9497638833815831,0.20761258162955815,8.25301239256121,11.15023736338702,6.54955096713902,5353.094,1.4869705555555555,4.873935540533541,1.415404824288115,00039.csv,B0047,38,39,4,1.3867662881727878,15
4.1976485673043396,3.4035285208516157,3.433855142547628,2.471859124111365,0.7941200464527238,-0.9517106306260905,0.2036619845617688,8.291638340695691,11.81131136026599,7.545150270975884,5280.031,1.4666752777777778,4.805739242148828,1.3991543469547225,00041.csv,B0047,40,41,4,1.3705053061420225,16
4.1969633661004995,3.446009349775365,3.4327517306039357,2.488914813470205,0.7509540163251343,-0.9434304652541514,0.2206481102504601,8.318107121376224,11.699803023226297,7.091578241891918,5248.593,1.4579425,4.731897137866886,1.378453619299145,00043.csv,B0047,42,43,4,1.34974311148236,17
4.196227134476293,3.4617289705611416,3.4273855541261473,2.4728525339367153,0.7344981639151511,-0.9400482502771171,0.22717236753733644,8.303021352537922,11.234017863419322,6.4492807161487855,5203.375,1.4453819444444445,4.666447549021852,1.3617122523873122,00045.csv,B0047,44,45,4,1.3251533367939785,18
4.176260352394772,3.4766213571171005,3.4184685184601045,2.4822189935935484,0.6996389952776716,-0.9371553622323052,0.23346070210403586,8.32601397527908,11.729632241368254,6.255969131136229,5166.812,1.4352255555555555,4.605413566462971,1.347808999329299,00049.csv,B0047,48,49,4,1.3111943869635805,19
4.195583212031605,3.452630071948054,3.6507246573834036,3.452630071948054,0.742953140083551,-0.9839651386620409,0.10590714735908692,7.192903163731922,8.565277404002732,3.68149887907338,2384.094,0.6622483333333333,2.385745458224378,0.6545397527843895,00051.csv,B0047,50,51,4,0.0,20
4.199835388165491,3.5149099793182903,3.4156755122328164,2.481264290061195,0.6849254088472008,-0.9234823229846594,0.2574089555829166,8.388106987601862,12.186162994585318,7.437844548302451,5340.281,1.483411388888889,4.683113446242002,1.372173191207323,00053.csv,B0047,52,53,4,1.3394234405932892,21
