voltage_start,voltage_end,voltage_mean,voltage_min,voltage_drop,current_mean,current_std,temperature_mean,temperature_max,temperature_range,duration_seconds,duration_hours,energy_wh,calculated_capacity,filename,battery_id,test_id,uid,ambient_temperature,metadata_capacity,time_to_2_7v,cycle_number,capacity_change,capacity_change_pct,capacity_rolling_mean,capacity_rolling_std,is_spike,is_drop,is_outlier,is_anomaly
4.246711253516259,3.329356483961897,3.4752664759657903,2.470611866932728,0.917354769554362,-0.9527668403077523,0.20144763569935933,8.272422519178683,12.376815880696888,7.368731586235982,6436.141,1.7878169444444443,5.938076996968498,1.6743054009079081,00001.csv,B0047,0,1,4,1.6743047446975208,6071.906,1,,,1.5689159694717176,0.09163263345770603,False,False,False,False
4.186635709569866,3.128156625411552,3.4765588189090355,2.477661652422805,1.0584790841583138,-0.9838885014038209,0.10670769250195597,8.210715424489035,11.314903320182369,5.859946600629256,5650.265,1.5695180555555557,5.381011035806592,1.524366210509902,00005.csv,B0047,4,5,4,1.5243662105099025,5529.031,2,-0.14993919039800607,-0.08955307097301368,1.5475764261054805,0.08613476332999492,False,False,False,False
4.199922751479228,3.1273793356505872,3.4707669643372343,2.4707098734854784,1.0725434158286409,-0.9838892612061609,0.10731479696293068,7.954455063989402,11.624528187721143,6.702350068358909,5590.907,1.5530297222222222,5.31560563750951,1.5080762969973425,00007.csv,B0047,6,7,4,1.5080762969973425,5469.375,3,-0.016289913512559595,-0.010686351744250921,1.5314891940050188,0.0828154168842149,False,False,False,False
4.199568876812779,3.208956838658454,3.4675514337042928,2.465457800547402,0.9906120381543251,-0.9789465319710104,0.12749941051411634,7.985864710265717,11.0929238810592,6.539654606258042,5543.61,1.5398916666666667,5.240549586316559,1.4835577960067696,00009.csv,B0047,8,9,4,1.4835577960067696,5381.047,4,-0.024518500990572845,-0.016258130334247944,1.4863997452198907,0.030412581530586163,False,False,False,False
4.1993968014662295,3.2396390680484703,3.4628386272032645,2.465765118194009,0.9597577334177592,-0.9762620303137102,0.1367702701794522,8.009426990342208,11.020979145558456,6.194695987225989,5499.046,1.527512777777778,5.177300003612876,1.467140265603172,00011.csv,B0047,10,11,4,1.4671391666146525,5322.375,5,-0.016417530403597613,-0.011066323433969294,1.4706976828540916,0.02583252627154374,False,False,False,False
4.198907847432783,3.2907200056866284,3.4591836330966035,2.4700482803033514,0.9081878417461544,-0.9711681299821951,0.15320166429797555,8.033626730077737,11.05909419348262,5.984643622468541,5461.219,1.5170052777777778,5.10996976383735,1.4488581569822672,00013.csv,B0047,12,13,4,1.448858156982267,5256.782,6,-0.018282108620904847,-0.012461050282325026,1.4553060766902797,0.020335556187978745,False,False,False,False
4.163285001782157,3.278962744366024,3.440865649757287,2.484128874181115,0.8843222574161329,-0.9709334670284248,0.15361255478969701,8.150799939416203,11.877028657628198,7.741450259579009,5451.281,1.5142447222222222,5.072681383088055,1.4458558986809074,00017.csv,B0047,16,17,4,1.4458534180949325,5246.5,7,-0.003002258301359806,-0.0020721547426099107,1.4424494278204967,0.0182193813898682,False,False,False,False
4.181797294694067,3.351492500968237,3.44810227661685,2.483034750266961,0.8303047937258299,-0.9610547420763002,0.18072914493363484,8.230899786348077,11.559250858608888,6.266450498746669,5468.062,1.518906111111111,5.047060195444059,1.431118266178283,00021.csv,B0047,20,21,4,1.431118266178283,5194.14,8,-0.014737632502624276,-0.01019301613395207,1.4290208591360276,0.020116451356852867,False,False,False,False
4.197837203348764,3.377792692577216,3.4496654644975946,2.49830336362436,0.8200445107715484,-0.9582923588349711,0.18795126667322634,8.146945225413083,11.34743713793976,6.568394932498809,5411.297,1.5031380555555554,4.982285156270495,1.4192745516578533,00023.csv,B0047,22,23,4,1.419274551657853,5150.641,9,-0.01184371452042976,-0.0082758460990493,1.4169523614618629,0.023117068119715718,False,False,False,False
4.197777018222757,3.391624187990136,3.4449123724079618,2.49851157426792,0.8061528302326209,-0.9553719838321842,0.19493355285943673,8.251894856354932,11.693269060729056,6.029086504489762,5369.703,1.4915841666666667,4.9220630044459455,1.3999974221808271,00025.csv,B0047,24,25,4,1.3999974221808271,5081.141,10,-0.0192771294770262,-0.013582382249092362,1.4008258751162608,0.02587344975007621,False,False,False,False
